what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255456996362
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457002400
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457104240
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255457104630
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457105615
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457109271
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255457112092
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457120088
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457126527
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457127668
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457156180
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457161534
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457166864
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457167568
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457170215
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457171433
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457193434
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457196037
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457250418
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255457257060
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457262666
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457263277
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457275434
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457307354
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255457317058
