what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456482228
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456485149
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255456492841
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456502383
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456588203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456598458
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456607312
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456626723
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456652604
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456667611
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1255456688772
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456691033
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255456697046
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456699999
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456703833
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456742820
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456750869
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456752522
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456756786
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456783839
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456788593
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456804739
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255456861111
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456870708
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456981993
