what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1255455118759
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455118906
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455122027
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1255455123435
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1255455123435
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455123673
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255455125523
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455127664
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455132949
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255455156862
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455159710
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455165342
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455188384
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455191596
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455202548
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455204530
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455212242
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455219276
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455228426
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455237371
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255455244926
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255455254128
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455257412
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455263374
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1255455271079
