what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455728192
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455733614
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1255455760207
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255455772267
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1255455789087
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255455793305
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455796513
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455802192
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455805291
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455806198
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455816971
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455818628
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255455849184
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255455865003
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255455866967
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255455872510
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1255455876527
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255455880602
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455913685
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455916190
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455946842
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255455954885
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255456035352
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255456036687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456051309
