what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456128636
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456161900
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1255456172873
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255456177592
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255456182205
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456184217
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456193147
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456203506
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456206815
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456210080
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456216020
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456221415
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255456226900
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456231629
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456237169
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456244113
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456249721
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456351972
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456373159
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1255456417792
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255456422051
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255456445134
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255456449821
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456456390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255456481633
